step,mse,val mse,PSNR,val PSNR,MSSSIM,val MSSSIM
1,861.8216675218613,425.6506772076642,20.717988460484328,22.309650689584238,0.8907204079275214,0.9244846955493644
2,364.4598087823494,308.65654469242804,23.018823103898846,23.807908969455294,0.9249376570105405,0.932446887978801
3,292.4278095024288,260.50470205236365,23.906372543033925,24.308516120910646,0.9313126229916489,0.9351216113125836
4,230.283099399101,213.06825889304832,24.855755193312866,25.097205169112595,0.9346373697832392,0.9337055610285865
5,210.33224760119043,178.5068849351671,25.239115045926134,25.899941649260345,0.9365781905765745,0.9373220759409445
6,157.89613463640507,154.33732217859338,26.408508296077553,26.566909648753978,0.9403425137593919,0.9420718402774245
